"RG1 1AF",10,471708,173672,"E92000001","E19000002","E18000009","","E06000038","E05013864"
"PR0 2AA",50,355008,429378,"E92000001","E19000001","E18000002","E10000017","E07000123","E05012198"
"PO1 1AB",10,464340,100350,"E92000001","E19000002","E18000009","","E06000044","E05002443"
"PL1 1AR",10,247702,54920,"E92000001","E19000002","E18000010","","E06000026","E05002094"
"PH1 0AA",10,308163,726836,"S92000003","","S08000030","","S12000048","S13003067"
"PE1 1BA",10,519046,298485,"E92000001","E19000001","E18000006","","E06000031","E05010807"
"PA1 1AD",10,248679,663848,"S92000003","","S08000031","","S12000038","S13003079"
"OX1 1AA",10,450673,205980,"E92000001","E19000002","E18000009","E10000025","E07000178","E05013111"
"OL1 1AD",10,392764,404929,"E92000001","E19000001","E18000002","","E08000004","E05014650"
"NW1 0AT",10,528971,183893,"E92000001","E19000003","E18000007","","E09000007","E05013655"
"NR1 1BD",10,623416,308612,"E92000001","E19000001","E18000006","E10000020","E07000148","E05012910"
"NP16 7AD",10,354582,193845,"E92000001","E19000002","E18000010","E10000013","E07000080","E05012175"
"NN1 1AJ",10,475189,260342,"E92000001","E19000001","E18000004","","E06000062","E05013246"
"NG1 1AH",10,457804,340087,"E92000001","E19000001","E18000004","","E06000018","E05012287"
"NE1 1DE",10,425070,564103,"E92000001","E19000001","E18000001","","E08000021","E05011453"
"N1 0AE",10,530322,183741,"E92000001","E19000003","E18000007","","E09000019","E05013700"
"ML1 1AG",10,277438,657670,"S92000003","","S08000032","","S12000050","S13003060"
"MK1 1BH",10,488085,234395,"E92000001","E19000002","E18000009","","E06000042","E05009406"
"ME1 1BA",10,574860,167910,"E92000001","E19000002","E18000008","","E06000035","E05014465"
"M1 1AQ",10,384803,398519,"E92000001","E19000001","E18000002","","E08000003","E05011376"
"LU1 1BT",10,508247,221906,"E92000001","E19000001","E18000006","","E06000032","E05014736"
"LS1 1BA",10,429317,433507,"E92000001","E19000001","E18000003","","E08000035","E05011403"
"LN1 1AJ",10,496357,373083,"E92000001","E19000001","E18000004","E10000019","E07000138","E05010787"
"LL14 5DG",10,329876,336490,"E92000001","E19000001","E18000005","","E06000051","E05009281"
"LE1 1AP",10,459020,304367,"E92000001","E19000001","E18000004","","E06000016","E05010463"
"LD7 1TN",10,328261,272982,"E92000001","E19000001","E18000005","","E06000051","E05008156"
"LA1 1AJ",10,347445,461674,"E92000001","E19000001","E18000002","E10000017","E07000121","E05014890"
"L1 0AG",10,334896,389347,"E92000001","E19000001","E18000002","","E08000012","E05015289"
"KY1 1AG",10,328054,692292,"S92000003","","S08000029","","S12000047","S13002956"
"KW1 4AR",10,336502,950992,"S92000003","","S08000022","","S12000017","S13002992"
"KT1 1AZ",10,517787,169107,"E92000001","E19000003","E18000007","","E09000021","E05013938"
"KA1 1BD",10,242666,637837,"S92000003","","S08000015","","S12000008","S13002894"
"IV1 1AN",10,266639,845371,"S92000003","","S08000022","","S12000017","S13003003"
"IP1 1BG",10,616327,244545,"E92000001","E19000001","E18000006","E10000029","E07000202","E05007117"
"IG1 1BF",10,544652,186764,"E92000001","E19000003","E18000007","","E09000026","E05011246"
"HX1 1BX",10,409337,424965,"E92000001","E19000001","E18000003","","E08000033","E05001386"
"HU1 1AS",10,509854,428318,"E92000001","E19000001","E18000003","","E06000010","E05011541"
"HS1 2AP",10,143377,933883,"S92000003","","S08000028","","S12000013","S13003142"
"HR1 1AH",10,351735,241673,"E92000001","E19000001","E18000005","","E06000019","E05009460"
"HP1 1AL",10,505412,206390,"E92000001","E19000001","E18000006","E10000015","E07000096","E05004701"
"HG1 1AH",10,430119,455381,"E92000001","E19000001","E18000003","","E06000065","E05014331"
"HD1 1BT",10,414503,416765,"E92000001","E19000001","E18000003","","E08000034","E05001410"
"HA0 1AH",10,517606,184029,"E92000001","E19000003","E18000007","","E09000005","E05013496"
"GU1 1AE",10,500258,152632,"E92000001","E19000002","E18000008","E10000030","E07000209","E05014964"
"GL1 1AH",10,384609,218051,"E92000001","E19000002","E18000010","E10000013","E07000081","E05010955"
"G1 1DA",10,259213,665244,"S92000003","","S08000031","","S12000049","S13002976"
"FY1 1AP",10,330548,436189,"E92000001","E19000001","E18000002","","E06000009","E05015202"
"FK1 1BB",10,288755,679792,"S92000003","","S08000019","","S12000014","S13002942"
"EX1 1AF",10,292235,92324,"E92000001","E19000002","E18000010","E10000008","E07000041","E05011020"
"EN1 1BE",10,533875,195672,"E92000001","E19000003","E18000007","","E09000010","E05013691"
"EH1 1BE",10,325792,673854,"S92000003","","S08000024","","S12000036","S13002929"
"EC1A 1TA",10,531073,182317,"E92000001","E19000003","E18000007","","E09000019","E05013702"
"E1 0AE",10,535238,180880,"E92000001","E19000003","E18000007","","E09000030","E05009332"
"DY1 1AF",10,394483,290503,"E92000001","E19000001","E18000005","","E08000027","E05015922"
"DT1 1AB",10,369874,90687,"E92000001","E19000002","E18000010","","E06000059","E05012696"
"DN1 1AF",10,457367,403596,"E92000001","E19000001","E18000003","","E08000017","E05010747"
"DL1 1AZ",10,429892,515239,"E92000001","E19000001","E18000001","","E06000005","E05010430"
"DH1 1AQ",10,430431,544155,"E92000001","E19000001","E18000001","","E06000047","E05009036"
"DG1 1AA",10,297306,576203,"S92000003","","S08000017","","S12000006","S13002888"
"DE1 0NP",10,436031,335411,"E92000001","E19000001","E18000004","","E06000015","E05015511"
"DD1 1DH",10,340252,730382,"S92000003","","S08000030","","S12000042","S13002549"
"DA1 1AS",10,554148,174279,"E92000001","E19000002","E18000008","E10000016","E07000107","E05012409"
"CW1 2AQ",10,370987,355722,"E92000001","E19000001","E18000002","","E06000049","E05008621"
"CV1 1DE",10,433315,279038,"E92000001","E19000001","E18000005","","E08000026","E05001228"
"CT1 1AG",10,616705,158046,"E92000001","E19000002","E18000008","E10000016","E07000106","E05012990"
"CR0 0AE",10,539086,162071,"E92000001","E19000003","E18000007","","E09000008","E05011471"
"CO1 1AP",10,599544,226224,"E92000001","E19000001","E18000006","E10000012","E07000071","E05010828"
"CM0 7AE",10,595853,199950,"E92000001","E19000001","E18000006","E10000012","E07000074","E05004202"
"CH1 1DF",10,340666,366093,"E92000001","E19000001","E18000002","","E06000050","E05012211"
"CF10 1AG",10,318302,176259,"W92000004","","W11000029","","W06000015","W05001274"
"CB1 0AH",10,546182,257043,"E92000001","E19000001","E18000006","E10000003","E07000008","E05013054"
"CA1 1AF",10,340361,555862,"E92000001","E19000001","E18000002","","E06000063","E05014178"
"BS1 1DA",10,358754,173036,"E92000001","E19000002","E18000010","","E06000023","E05010892"
"BR1 1AJ",10,540532,168762,"E92000001","E19000003","E18000007","","E09000006","E05013991"
"BN1 1AX",10,531045,104821,"E92000001","E19000002","E18000008","","E06000043","E05015415"
"BL0 0AF",10,379425,418097,"E92000001","E19000001","E18000002","E10000017","E07000125","E05015820"
"BH1 1AU",10,408759,91267,"E92000001","E19000002","E18000010","","E06000058","E05012653"
"BD1 1HA",10,416476,433105,"E92000001","E19000001","E18000003","","E08000032","E05001347"
"BB1 1BG",10,368523,427610,"E92000001","E19000001","E18000002","","E06000008","E05011511"
"BA1 0BL",10,375350,164482,"E92000001","E19000002","E18000010","","E06000022","E05012471"
"B1 1BY",10,406875,286393,"E92000001","E19000001","E18000005","","E08000025","E05011151"
"AL1 1AT",10,516131,206148,"E92000001","E19000001","E18000006","E10000015","E07000240","E05013951"
"AB10 1AN",10,394367,806541,"S92000003","","S08000020","","S12000033","S13002842"
